gene,cluster,avg_log2FC,p_val_adj
Nkain3,8,1.7402043,0.0
Mcrip2,8,2.277911,0.0
Tmem132d,8,3.3606453,0.0
Iffo1,8,2.746143,0.0
Rapsn,8,5.426466,0.0
Rreb1,8,1.3558416,0.0
Flnc,8,2.0136771,0.0
Moxd1,8,3.1926258,0.0
Rbm38,8,1.5547581,0.0
Cavin2,8,2.8924987,0.0
Ndufs5,8,1.2483435,0.0
Acot7,8,1.575988,0.0
Pag1,8,1.7643503,0.0
Rb1,8,2.0794215,0.0
Rcl1,8,1.0299143,0.0
Ifrd2,8,1.0725796,0.0
Ckb,8,2.2986174,0.0
Gm46219,8,1.2418145,0.0
Cdh13,8,1.8576891,0.0
Col19a1,8,3.8649924,0.0
Rrp7a,8,1.0298555,0.0
Gm42302,8,7.0688252,0.0
Sox8,8,3.5841687,0.0
Hmga1,8,1.1206698,0.0
Ctnnal1,8,1.5034419,0.0
E2f2,8,2.325628,0.0
Gpc1,8,1.4561944,0.0
Atp13a3,8,1.0286889,0.0
Fam8a1,8,1.4926455,0.0
Abr,8,1.1675315,0.0
Pde4b,8,1.9333944,0.0
Shisa2,8,1.2432374,0.0
Pvt1,8,1.4026333,0.0
Mymx,8,6.8844204,0.0
Tnnt2,8,5.5457187,0.0
Cdk2,8,1.0790788,0.0
Ntf3,8,1.1427726,0.0
Pip4k2a,8,1.6315184,0.0
Arhgap39,8,1.1674801,0.0
Ddr1,8,1.7427503,0.0
Ccdc6,8,1.0267749,0.0
Hivep2,8,1.3422343,0.0
Chrna1,8,5.3002253,0.0
Zfp593,8,1.136045,0.0
Cited1,8,1.4773024,0.0
Zfp536,8,1.9935251,0.0
Igfbp5,8,1.0577806,0.0
Atp2a1,8,6.616924,0.0
Sec14l1,8,1.1935071,0.0
Mycl,8,1.6935709,0.0
Col4a2,8,1.0429351,2.93747130864056e-309
Dock10,8,1.4366653,7.341394233550253e-308
Dlgap1,8,1.5773066,1.4873613068155447e-306
Fgf9,8,3.1370308,1.7257077038652526e-305
Rgs16,8,4.2916026,1.7400994557372278e-304
Hbb-bs,8,1.295378,2.386400400078999e-303
Cd82,8,3.4491296,1.8065098171261207e-300
Mylpf,8,3.3517306,2.2702609842985184e-300
Rnf217,8,1.3249897,2.0559817299793665e-299
Ccdc141,8,3.1843278,2.5754792104132905e-299
Erbb3,8,3.3716578,9.375823172786765e-294
Gm57534,8,1.9260433,4.230787639599503e-284
Lrig1,8,1.2274522,1.7159945789739747e-283
Macrod1,8,2.8193293,1.1794276630727563e-282
Synpo2l,8,5.8854012,2.9241227341396643e-282
Slc29a1,8,2.174937,6.141180238976037e-281
Pcdh19,8,1.6214037,5.243474409147684e-277
Myc,8,1.9934167,1.942920083789871e-276
Arxes2,8,1.1322389,7.151785758699776e-274
Rps6ka2,8,1.4627436,2.6691338237758094e-263
Cerox1,8,2.787022,5.730403428581656e-262
P3h2,8,1.1820476,2.845462044748271e-261
Tmem109,8,1.185228,6.099960217380157e-261
Pgam2,8,4.3081617,2.177087423403504e-259
Adam19,8,1.353801,1.1758633334030677e-258
Snhg15,8,1.2445167,2.3673850631320046e-258
Kcnk13,8,5.994886,4.621870514499105e-256
Frmd3,8,4.079845,1.4181658953851573e-249
Ccdc134,8,1.8280704,2.3868308233421985e-249
Stk26,8,1.4272022,2.2492967304807374e-247
Trim55,8,7.279493,7.252752565131776e-247
B4galt5,8,1.4850303,4.692838555762722e-244
Ubtd1,8,1.3055017,2.4372934098611697e-243
Cdc25b,8,1.5324981,2.9336688363010388e-241
Rpl32l,8,1.0424916,1.4964316002533269e-238
Ccdc8,8,1.0068835,4.973086353373966e-238
Ablim3,8,4.8860893,5.401696950921376e-238
Zfp346,8,1.220847,6.974462231731771e-238
Jph1,8,1.7478766,3.0954297144716577e-236
Mymk,8,6.035154,2.3044257220579732e-235
Fhl1,8,1.2682523,1.823898338167375e-233
Lfng,8,3.6302671,3.1828862994196122e-232
Tnni1,8,3.989257,5.072392461909387e-232
Trim8,8,1.3190209,2.618414511905822e-230
Fzd4,8,1.9202182,9.975862871041008e-230
Bcar3,8,2.252971,2.375755814330126e-228
Hipk3,8,1.3207511,4.313879065862713e-228
Chrnb1,8,5.5536923,1.1545645173844433e-227
Shmt1,8,1.0438018,2.513368148590037e-227
Ccser2,8,1.0839233,4.163453759458471e-223
Phlda3,8,1.0195462,4.964409961118479e-223
Frmpd1,8,4.098101,1.1999081559918685e-221
Srl,8,1.5666533,1.2981137318302378e-221
Vash2,8,1.0653505,3.1360026557743583e-221
5730408K05Rik,8,1.358315,4.8425363238680624e-219
Etv1,8,1.4939822,1.9493495843471273e-218
Dusp3,8,1.8429713,1.9944129038932646e-218
Acvr2a,8,1.102619,2.373334516638268e-217
Pacs2,8,1.2388409,6.509311313699318e-217
Gadd45g,8,2.0181904,4.3913338923986064e-216
Sntb1,8,1.6437808,3.246726653627852e-215
Snhg9,8,1.1976534,4.379935837979922e-215
Lgr5,8,1.9368062,1.8228363182821824e-210
Prox1,8,3.2765727,1.7323007769190007e-209
Acadl,8,1.1019521,1.125121535871228e-208
St3gal1,8,1.271643,5.6767717381695045e-208
Jsrp1,8,4.29743,3.489055727157458e-207
Dusp4,8,1.9168069,3.496912919963225e-207
Uqcc6,8,1.0734127,6.779607435040497e-207
Tnni2,8,4.2292786,9.266563854151123e-207
Eno3,8,1.1519257,3.800715554100904e-204
Dner,8,3.7395885,2.9139783250969535e-203
Obsl1,8,1.0856805,1.0822253829930362e-202
Afap1,8,1.1435554,3.406941351261873e-199
N4bp3,8,1.950517,9.966365304253324e-197
Dlg2,8,2.0085547,8.798295150736201e-196
Mettl22,8,1.6331801,1.8833711176711564e-194
Ccng2,8,1.0893837,1.158850097440138e-189
Wrnip1,8,1.5819908,1.0178280595495172e-188
Hk2,8,1.0244868,2.035248494254767e-188
Tead4,8,3.8906858,1.8599733892114566e-186
Tamm41,8,1.0006325,7.27581152271941e-186
Scrib,8,1.3262593,1.583014870092359e-185
Pgf,8,2.387023,7.134791425587982e-184
Cck,8,5.5320444,2.2344710844693162e-183
Hycc1,8,1.0195282,2.504245895572917e-183
Ddc,8,2.4063838,7.809903883376503e-183
Akr1b1,8,1.5532583,2.3234255856768154e-182
Dtx4,8,2.7211401,2.775362086762962e-182
Adamts16,8,3.6477072,6.706202029553888e-182
Cluh,8,1.347664,1.0009686162043845e-181
Sapcd1,8,2.966255,2.235368310171336e-180
Dync1i1,8,1.9621665,2.3618373244018874e-179
Map3k14,8,1.3754749,3.8308013900525565e-179
Palmd,8,3.336657,8.050572619630231e-179
Pgap4,8,1.3270041,3.764106596459556e-178
Nfkbib,8,1.0990279,9.878022128765591e-176
Adcy2,8,1.4894818,1.1146895634146854e-175
Ppp1r1a,8,2.1406348,2.6987651204409887e-175
Synpo2,8,2.3794477,8.195493863620879e-175
Rxrg,8,3.6314814,1.594335441148851e-174
Plpp1,8,1.075327,2.33524082626782e-173
Dcx,8,1.4738437,8.999600869910678e-172
Sh2b2,8,1.4417268,5.289622839264626e-170
Rtl3,8,1.5624256,1.994796690140049e-169
Ttyh2,8,1.4470476,6.694340299756519e-169
Heyl,8,3.4704914,1.2333694539284834e-168
Platr14,8,3.9514608,1.472286590602894e-167
Serinc2,8,1.1172185,3.452936289502098e-167
Cobl,8,3.8859653,6.7310327417733535e-167
Map3k20,8,1.1033871,2.5806942343972694e-166
Gm47342,8,1.0347155,7.445521834700445e-166
Mospd1,8,1.0685419,1.1230901490092518e-164
Kremen1,8,1.4029213,1.820200837732083e-162
Ssx2ip,8,1.3809266,2.323232885931773e-160
Gm53341,8,1.7775985,2.91225672480027e-159
Sema6b,8,4.030142,4.2299642498981195e-159
Slc38a6,8,1.1670326,2.6496117053184877e-158
Rell1,8,1.0482857,3.1089267400168888e-155
Lurap1l,8,1.6448845,4.990484248492096e-155
Myl4,8,2.5884209,3.881811981549637e-154
Tamalin,8,1.2359254,5.8987063520423564e-152
Hspb2,8,5.2698765,1.4953312374557184e-148
Gabra2,8,4.325782,8.256990869841719e-147
Tmem64,8,1.2967447,7.441849078434967e-146
Slc22a17,8,1.0507095,1.1630359918597663e-145
Six2,8,2.017476,3.975341606026331e-145
Klhl31,8,6.723175,5.680414042342998e-145
Egr1,8,1.1384388,6.2332103894694084e-145
Mtr,8,1.1706158,1.1440554313158523e-144
Col13a1,8,2.2395792,9.47460169606288e-144
Zbtb18,8,2.6323256,3.664860414940285e-142
Inka2,8,5.037835,2.230307817327364e-141
Nup210,8,2.598212,3.140533905672327e-140
Inppl1,8,1.0380793,2.9121050734182544e-139
Casz1,8,2.1337376,5.664948070858226e-138
2310022A10Rik,8,1.0637811,1.0457726457046158e-137
Foxd2os,8,2.7972107,1.8998918564279208e-137
Slc7a5,8,1.3056997,2.7626552886278825e-137
Dmpk,8,2.663733,5.370708623690347e-137
Chrm3,8,3.132266,2.077007028967882e-136
Gm33152,8,8.204671,5.4708019667089215e-136
Mapk8ip1,8,1.0188752,7.365623307284386e-135
Lmcd1,8,2.5679505,1.0367919855742416e-134
Dok7,8,6.2832813,1.5701141764900112e-134
Lmf1,8,1.1751708,1.862673225917285e-133
Dpp6,8,2.3014338,4.117042232291546e-133
Tspan33,8,3.7199733,4.193866965563931e-133
Tmem30b,8,2.5729015,1.2203652393076587e-132
Slc1a5,8,1.032066,4.804440881045914e-131
Duxbl1,8,1.7141904,1.4515562537325795e-130
Mamstr,8,3.251417,1.601117479554933e-130
Ehd4,8,1.2824394,3.091621674706364e-128
Zeb2os,8,2.6360414,1.5906263950010016e-127
Mstn,8,6.3143554,1.6265424127056318e-127
Sync,8,3.5521803,8.440132857663912e-126
Acsl4,8,1.3159465,1.2341495708078824e-125
Traf3ip3,8,4.756811,1.6534798431209222e-125
Tex16,8,3.8775775,2.3510945666371526e-125
Ehd2,8,1.2903706,2.9803827821670075e-122
Myl6b,8,2.027771,7.943559542588896e-121
Slc7a2,8,1.6856394,3.942982287255271e-120
Six4,8,1.062107,6.551948244059373e-120
Esrra,8,1.5280855,2.278830285009351e-119
Tmem178b,8,2.834324,3.3214415347884137e-119
Smtnl2,8,2.0100756,7.37940047470985e-119
Zfp275,8,1.0785561,1.030238985484331e-118
Fgf13,8,1.0138571,3.265275900247325e-117
Pak3,8,1.2000768,1.81897702907657e-116
Plec,8,1.1193095,3.6119968371047535e-115
Tm6sf1,8,2.3689556,1.6584802396161266e-113
Afap1l1,8,1.8664572,5.244898296070135e-113
Mef2d,8,1.0723851,5.643587021229154e-113
Erbb4,8,2.0567315,1.1018684138159885e-111
Tmem201,8,1.0302292,2.0772734155591807e-111
Fry,8,1.4130176,1.2091629906442006e-110
Srf,8,1.0599399,2.866240881751706e-110
E2f8,8,1.2369605,3.1496942388154195e-110
Tll2,8,4.184175,3.376968824535468e-110
Klhl41,8,5.103252,4.346613292812071e-110
Sp5,8,3.0513945,4.5357033165802925e-110
Bcam,8,1.2766095,7.273255312944603e-110
Ndst4,8,2.8935618,5.813266314362351e-107
Tmem38a,8,1.7277447,2.6554636374258587e-106
Jam2,8,3.357766,4.7476240659714415e-105
Plch1,8,3.1526241,8.435753778693646e-104
Ythdc2,8,1.0918368,9.90827189458021e-104
Tomm40l,8,1.005903,2.0906202405695576e-103
Septin4,8,3.058414,6.894083806321779e-103
Mtss2,8,1.0484651,4.3355224671923075e-102
Ppp1r14a,8,1.4617342,1.546528097017373e-101
Ccn4,8,1.0115628,3.6208388981513944e-100
Nog,8,1.9825242,4.107467176377305e-100
Cnr1,8,2.833278,4.34951886139505e-100
Smyd1,8,6.1040397,5.765189163558049e-100
Ppargc1a,8,1.686201,2.180729228821104e-99
Myo16,8,3.3577697,2.9614094984779044e-99
Dpysl4,8,1.9767668,1.0864674978867582e-98
Ptges3l,8,2.0367877,1.4730253837982697e-98
Reep1,8,1.5362437,1.5675797666657783e-98
5430431A17Rik,8,5.09925,2.8149417528848e-98
Tnnc1,8,3.8379562,3.386896854548173e-98
Crym,8,2.1075199,5.35607945740603e-98
Gm47340,8,1.4095012,7.816264235831938e-98
Chchd10,8,1.9185607,1.6515171617724581e-97
Cyb5r1,8,1.168125,2.1153161285790819e-97
Tbc1d8,8,2.1645308,3.233469165622375e-97
Btg2,8,1.1193569,2.5970301304473915e-96
Adgrb3,8,1.0903856,2.0607099283482646e-95
Mylk4,8,6.469447,6.017619138042408e-95
Actn2,8,3.888593,2.6509159067405455e-94
Tuba4a,8,3.0007572,6.169329380128364e-94
Msto1,8,1.0103333,7.384015061847188e-94
Vstm4,8,1.6684817,1.012318718158055e-93
Vac14,8,1.0470141,1.1699480895229145e-93
Hdac11,8,1.5282533,1.4113091115091911e-93
Tnnc2,8,4.2719927,8.988687858531447e-93
Coro2b,8,1.6724833,2.0167919734751285e-92
Cdc42ep1,8,1.5935384,2.2870032707077902e-91
Agl,8,1.0228405,1.111563818793137e-90
Msra,8,1.0508356,1.5033515097306325e-88
L2hgdh,8,1.1247865,2.0173796098696554e-88
Car3,8,4.0207505,4.4559021923863135e-88
Hbb-bt,8,1.1347867,4.85634253002056e-88
Syne1,8,1.0120394,7.751228727542309e-88
Sacs,8,1.6241412,1.292950156137994e-87
Calcrl,8,1.4066668,2.398187367816142e-87
Scn3b,8,5.9852695,6.315217351995953e-86
G0s2,8,1.2727028,1.509411844088311e-85
Siah2,8,1.265435,3.1196950901347966e-85
Myof,8,1.9593807,4.0816277704054337e-85
Klhl21,8,2.0918353,5.976606580284677e-85
Myom1,8,3.3246098,2.6468830789663676e-82
Sh3bgr,8,4.6018457,3.500869243977306e-82
Arhgdig,8,1.948286,8.258627464014396e-82
Adgrg6,8,1.8602514,1.7710089619988744e-81
Tmem38b,8,1.4641452,1.3130250855461948e-79
Hey1,8,1.0117514,2.6871871810822403e-79
Epha5,8,1.0456183,2.157824128545127e-78
Chodl,8,1.6664501,4.2318748812763803e-78
Creld1,8,1.5558547,1.1758349878938626e-76
Syngr2,8,1.1635804,1.694636335155208e-76
Shisal2a,8,2.5461419,2.7050319595108068e-76
Acsl1,8,1.3880513,8.698139786701772e-75
Dhx32,8,1.2650476,9.680767253665092e-75
Ttll7,8,2.1058006,1.9325141896943417e-74
Acta1,8,3.7132308,4.141993381748446e-73
Kremen2,8,2.0520961,1.271709991721206e-72
Dapk2,8,2.8000505,9.258633831288759e-72
Gm266,8,1.605184,4.154672682016782e-71
Tex14,8,1.5648797,6.626520145073463e-71
Fhod3,8,1.0115076,7.765065113932822e-70
Tmem120b,8,1.2226428,1.3248574912872158e-69
Sim1,8,3.2875485,1.2639235842993562e-68
Ehbp1l1,8,1.8682697,1.8585024175879126e-68
Spon1,8,1.9762129,2.2362357329377946e-68
Ltbp4,8,1.2387661,1.4551614353929429e-67
AW551984,8,1.3078341,8.926902075209936e-67
Gm53205,8,1.0892588,6.038312094418873e-65
Slc22a23,8,1.2793955,6.463164555085765e-65
Tmtc1,8,1.5047672,6.780102137368708e-65
Rhbdd1,8,1.0088207,1.979748120404438e-64
Tbx1,8,2.3567595,2.6139634239039156e-64
Slc9a7,8,2.632032,3.582513944741965e-64
Nckap5l,8,1.1798463,8.514917765459145e-64
Pcbd1,8,1.079383,4.39834194925593e-63
Frem2,8,1.6854249,8.198030672321112e-63
Ndufs5-ps,8,1.0181648,2.643842433776278e-62
Usp20,8,1.1346481,4.847614806888372e-61
Top1mt,8,1.6973418,6.96586867906396e-61
Psen2,8,1.7018809,1.0122230759583197e-60
Olfml2b,8,1.6998935,1.56731192812385e-60
Ppfia4,8,2.480471,2.0286447122865166e-59
Traf5,8,1.6783051,2.474596499728367e-58
Gm15682,8,1.3039886,2.6389991858992634e-58
Nlrp5-ps,8,1.1225562,6.057216300925732e-58
Gm52810,8,1.1336792,6.130947188345773e-58
Tagln,8,2.0885255,3.5524615836764175e-57
Mapk12,8,1.3971202,5.539350471406897e-57
Sspn,8,1.7197402,2.064469010280329e-56
Dmrt2,8,1.7004095,2.7059777464380506e-56
S100a16,8,1.2082264,4.3157546286509586e-55
Camk2a,8,2.3894029,1.1139295154778794e-54
Lmo3,8,2.2135024,1.1454303211021648e-54
Stc1,8,1.2118387,7.365629440841118e-54
0610040J01Rik,8,2.1248758,1.5139078020778913e-52
Akap6,8,2.1915765,2.4047826307980294e-52
Gm14295,8,1.0804534,6.3893417235711044e-52
Lama5,8,1.7544448,6.517187885483372e-52
Bdnf,8,1.1828402,1.8429285918874738e-51
Sct,8,2.1170607,9.617568028199047e-51
Plpp7,8,2.1739895,2.8777342883081165e-49
Rprm,8,1.0017663,4.704379470013652e-49
Neurl1a,8,1.5694057,1.8038435700410406e-47
Lzts1,8,1.5012792,1.8221819215474042e-47
Grik1,8,1.6858431,7.092315199221992e-47
En1,8,1.6956066,3.778726203726548e-46
Man1c1,8,1.3350636,3.3459567748919396e-45
Stbd1,8,1.6063163,3.6812247234006656e-45
Acss3,8,1.2534148,4.8907755789934274e-45
Serinc5,8,1.3036965,6.288317304397183e-44
Osbpl5,8,1.1411495,1.3016446483164874e-43
Ptpn21,8,1.2391683,3.1909459228506407e-43
Exoc6,8,1.4158999,1.4952173594917404e-42
Castor2,8,1.0398289,1.904500304497316e-42
Mboat1,8,1.3581663,2.846141609484703e-42
Egln3,8,1.6259094,3.0193832336109547e-41
Gm46841,8,1.1211033,1.7949619527860958e-40
Elavl2,8,1.0451003,1.0233633902219267e-39
Cspg4b,8,1.2887739,1.964684278293995e-38
Frat2,8,1.1964984,6.703444453338113e-38
Deptor,8,1.5098902,1.3640279147335987e-37
Pip5k1b,8,1.1348029,1.3855566835156956e-37
Tmem200a,8,1.517769,1.5958814649946403e-37
1810044D09Rik,8,1.2387011,9.113746376033914e-36
Tcirg1,8,1.3563819,2.0458847555131684e-35
Nxt2,8,1.2700237,2.172930173836482e-35
Pdgfrl,8,1.0607429,3.0748216930693254e-34
Amacr,8,1.1505557,4.823813455857818e-34
Gm6139,8,1.0322123,5.193322139333542e-31
Wdr44,8,1.2988867,5.914081801791466e-31
Smug1,8,1.0092889,7.884954435990849e-30
Reps2,8,1.2521603,1.5102640871086624e-29
Tceal5,8,1.0916846,1.535438543489723e-29
Adgre5,8,1.1991872,4.2826793150564816e-29
Cygb,8,1.302141,5.291429632469191e-29
Zim1,8,1.0804806,5.297880321434858e-29
Tmcc2,8,1.0222633,1.324736834048647e-28
Hook2,8,1.0061424,1.691955155300803e-27
Fxyd7,8,1.1773953,1.2514827165380724e-26
Sh2d3c,8,1.1072206,2.0410825537993572e-25
Cyria,8,1.1586343,4.0146804313378703e-25
Tceal3,8,1.555783,1.3972779188246481e-24
Gm17057,8,1.029473,4.612365735576146e-24
Tcea3,8,1.0965468,2.775911202710004e-22
Inafm2,8,1.018711,2.5953509332163117e-21
Ehd3,8,1.1052597,4.73199551582694e-19
Ak1,8,1.1123312,2.3899278773491842e-18
Fcer1g,9,9.928673,0.0
Tyrobp,9,11.489441,0.0
Arhgdib,9,5.7409596,0.0
Rac2,9,11.649726,0.0
Ptpn18,9,6.8539805,0.0
Laptm5,9,9.26525,0.0
Coro1a,9,6.693705,0.0
Lst1,9,8.777307,0.0
Tgfb1,9,6.2553377,0.0
Ostf1,9,4.8066626,0.0
Lcp1,9,6.8503623,0.0
Fyb1,9,7.680107,0.0
Gmfg,9,7.498265,0.0
Fcgr3,9,10.949213,0.0
Spi1,9,11.316418,0.0
Ucp2,9,3.7921753,0.0
Ctsc,9,5.983443,0.0
Pycard,9,4.8924313,0.0
Serinc3,9,4.034584,0.0
Nrros,9,7.027259,0.0
Zeb2,9,3.9754827,0.0
Inpp5d,9,7.229088,0.0
Hexa,9,4.2948613,0.0
Rgs10,9,5.63018,0.0
Sec11c,9,4.2629924,0.0
Sat1,9,4.435201,0.0
Lyn,9,6.266524,0.0
Mt1,9,5.440284,0.0
Ctsd,9,4.3530793,0.0
Elmo1,9,4.050235,0.0
Efhd2,9,3.9794314,0.0
Ppp1r18,9,4.083659,0.0
Tagln2,9,3.6488755,0.0
Apoe,9,7.0466123,0.0
Cx3cr1,9,11.197152,0.0
Runx1,9,5.3902216,0.0
Otulinl,9,5.529973,0.0
H2-D1,9,5.6878543,0.0
Tspo,9,3.7251394,0.0
Gpsm3,9,4.6241426,0.0
Myo1f,9,7.3946667,0.0
Cd52,9,11.315648,0.0
Sirpa,9,5.2216187,0.0
Emp3,9,3.1979122,0.0
S100a13,9,3.9199505,0.0
Selenop,9,5.1326804,0.0
Ikzf1,9,9.793633,0.0
Rhog,9,3.5156925,0.0
Arhgap15,9,7.729938,0.0
Alox5ap,9,6.884302,0.0
Cd53,9,11.447026,0.0
Tpd52,9,3.9709475,0.0
Dock8,9,6.7689962,0.0
Ckb,9,4.4262614,0.0
Dock2,9,9.168017,0.0
Arhgap45,9,5.2461267,0.0
Taok3,9,3.9578881,0.0
Lrmda,9,4.6938004,0.0
Evi2a,9,11.380682,0.0
Cebpb,9,4.7025604,0.0
Ncf2,9,8.075831,0.0
Plek,9,8.848933,0.0
Ms4a6c,9,11.519053,0.0
Csf1r,9,10.830632,0.0
Ctss,9,10.121289,0.0
Creg1,9,3.8429606,0.0
Gusb,9,3.00693,0.0
Ly86,9,6.8593116,0.0
Psmb8,9,10.07637,0.0
Blvrb,9,3.6780577,0.0
Camk1d,9,4.0402513,0.0
Arhgap30,9,9.421504,0.0
Bst2,9,5.1523943,0.0
Mef2c,9,3.5657718,0.0
Ehd4,9,4.513558,0.0
Smim29,9,4.0434437,0.0
Pip4k2a,9,3.3807316,0.0
Tmem9b,9,3.154931,0.0
C1qb,9,10.68449,0.0
Slc9a9,9,5.6897473,0.0
Srgn,9,9.184236,0.0
Tm6sf1,9,5.0089126,0.0
Ptprj,9,3.734246,0.0
Rbfa,9,3.0378413,0.0
Hpgds,9,6.3259726,0.0
Aif1,9,9.806016,0.0
Fermt3,9,7.32238,0.0
Unc93b1,9,5.9769864,0.0
Lyz2,9,10.974461,0.0
Fam111a,9,3.3189375,0.0
Fxyd5,9,5.9366174,0.0
Adgre1,9,11.452789,0.0
C1qc,9,10.94333,0.0
Lgmn,9,4.9555607,0.0
Coro1b,9,2.6319282,0.0
Prkcb,9,4.9570527,0.0
Pld4,9,10.060716,0.0
Cd47,9,2.9483562,0.0
Tnfaip8l2,9,10.592968,0.0
Iqgap1,9,2.6947196,0.0
Rreb1,9,2.788073,0.0
Sft2d1,9,2.9312234,0.0
Gas7,9,3.7968733,0.0
Tmem179b,9,2.7263567,0.0
Ptpn6,9,7.033277,0.0
Mctp1,9,7.2500324,0.0
Ly6e,9,3.146614,0.0
Atp13a2,9,3.4400115,0.0
Cyth4,9,9.180481,0.0
Arrb2,9,3.7232356,0.0
Maf,9,4.9704695,0.0
Dock10,9,3.0175078,0.0
Cd68,9,6.9519076,0.0
Ripor2,9,5.2043147,0.0
Gm26740,9,9.535009,0.0
C1qa,9,10.805067,0.0
Grn,9,3.8368323,0.0
Elf1,9,3.0752466,0.0
Apbb1ip,9,6.813837,0.0
Hacd4,9,5.015219,0.0
P2ry6,9,9.24206,0.0
Gm2a,9,3.8331985,0.0
Ctsa,9,3.1946983,0.0
Ifi30,9,4.415501,0.0
Gab2,9,2.6654067,0.0
Ifnar2,9,2.852643,0.0
Ptprc,9,10.318774,0.0
Pf4,9,9.276143,0.0
F13a1,9,8.766918,0.0
Stx7,9,2.6187427,0.0
Man2b1,9,3.5405807,0.0
Dab2,9,4.121046,0.0
Lgals9,9,5.341799,0.0
Trem2,9,10.837631,0.0
Anxa3,9,4.5658007,0.0
Rnaset2a,9,2.9647646,0.0
Dok2,9,5.7838993,0.0
Aoah,9,8.935546,0.0
Ctsh,9,5.6395006,0.0
Gpx3,9,3.2586155,0.0
Arl6ip5,9,2.476075,0.0
Trf,9,7.2507358,0.0
Abhd12,9,2.8681,0.0
Il10rb,9,4.8202777,0.0
Ninj1,9,3.10841,0.0
Sdf2l1,9,2.4798334,0.0
Ms4a6b,9,11.539279,0.0
Tsc22d4,9,2.2734573,0.0
Fos,9,3.2575955,0.0
Syngr2,9,3.6412227,0.0
Fnbp1,9,2.3853571,0.0
Clec4a2,9,11.331841,0.0
Zc3hav1,9,5.0989475,0.0
Stab1,9,7.435823,0.0
Rab32,9,4.2417207,0.0
Ifngr1,9,3.6742969,0.0
Mrc1,9,10.129878,0.0
Ifngr2,9,2.6152995,0.0
Necap2,9,2.6458974,0.0
Ighm,9,10.644952,0.0
Adcy7,9,5.142794,0.0
Ppm1h,9,3.4489326,0.0
Rnase4,9,4.3565106,0.0
Lyl1,9,3.8953543,0.0
Tnfrsf11a,9,6.543991,0.0
Camk1,9,2.4979157,0.0
Fcgrt,9,4.0285473,0.0
Ntpcr,9,3.4634798,0.0
Fcrl2,9,11.069242,0.0
Rbm47,9,5.518236,0.0
Itga4,9,4.1226263,0.0
Cfh,9,7.997648,0.0
Ms4a4a,9,10.649687,0.0
Tnfrsf13b,9,8.989768,0.0
Cdc42se1,9,2.116775,0.0
Rab8b,9,2.4619842,0.0
Bin2,9,9.082888,0.0
Smagp,9,5.303128,0.0
Skap2,9,3.3745487,0.0
Hcls1,9,8.20425,0.0
Asah1,9,2.6779742,0.0
Crip1,9,2.852034,0.0
Ptpre,9,5.256453,0.0
Samsn1,9,7.3856936,0.0
Lmo2,9,3.2735684,0.0
C3ar1,9,11.146084,0.0
Mitf,9,3.7635293,0.0
Fuca1,9,2.3660297,0.0
Acsl5,9,3.4910333,0.0
Shisa5,9,2.7400558,0.0
Vav1,9,10.86935,0.0
Zeb2os,9,4.9966245,0.0
Zfp36,9,4.8157773,0.0
Neat1,9,5.0065765,0.0
Hbb-bs,9,2.3604052,0.0
Apobec3,9,4.6824937,0.0
Fgd2,9,6.36571,0.0
Rnaset2b,9,2.9159553,0.0
P2rx4,9,4.3982778,0.0
Irf8,9,7.455385,0.0
Ccl9,9,11.067796,0.0
Tpp1,9,3.3533263,0.0
Tpst2,9,2.4897192,0.0
Casp8,9,3.220267,0.0
Edem1,9,2.4304223,0.0
Nckap1l,9,10.358602,0.0
Cd44,9,3.367368,0.0
Bmp2k,9,3.217584,0.0
Gpr65,9,11.335353,0.0
Plin2,9,2.5504076,0.0
Lcp2,9,9.729612,0.0
Sh3kbp1,9,2.0484297,0.0
Cd86,9,11.0993805,0.0
Rab3il1,9,3.6641757,0.0
Mfsd1,9,2.7992887,0.0
Slc48a1,9,2.8288069,0.0
Scamp2,9,2.7762487,0.0
Rnpep,9,2.278202,0.0
Pcbd2,9,1.976877,0.0
Clec4a1,9,9.680633,0.0
Aup1,9,2.2195413,0.0
Vav3,9,3.0219674,0.0
H2-K1,9,5.7826004,0.0
Fam174a,9,2.0755105,5.721986854339998e-305
Arhgap18,9,2.7010508,9.706703166504548e-305
Btk,9,8.102692,6.768912353462275e-302
Tmbim4,9,1.9724598,3.936442638717858e-301
Cd84,9,10.851514,2.560625304409316e-299
Ncoa4,9,2.649957,9.291022539243975e-299
Tubb2a,9,2.7514446,2.919072359832246e-298
Rps6ka1,9,2.8974073,9.195146431730248e-297
Tmem192,9,2.5894341,1.765351404368559e-296
Rnf13,9,2.3344235,5.776860425034172e-296
Pkn1,9,2.248172,1.156955798461219e-295
Mob1a,9,2.103777,2.3267878486830446e-295
Eps15,9,2.3753755,1.3276341882494504e-294
AB124611,9,7.119493,8.903969818964752e-294
Atp6v0a1,9,2.4543083,2.918144520320439e-290
Hhex,9,4.8847046,1.7223740323673505e-289
BC004004,9,1.9965029,5.149560934498677e-289
Marchf2,9,2.0066516,7.298953050261423e-289
Sla,9,9.54564,8.229287847898021e-289
Pkib,9,8.433398,1.5302288257496997e-287
Glrx,9,3.0653925,1.0021225285879387e-286
Ncf1,9,7.929479,1.04322821945662e-286
Prcp,9,2.2697506,9.811144566016223e-286
Dapp1,9,5.141115,6.851432265436124e-285
